report_date,primal_desc,choice_usd_per_kg,select_usd_per_kg
2021-04-21,Primal Plate,4.3213,4.3213
2021-04-22,Primal Plate,4.331,4.331
2021-04-23,Primal Plate,4.2981,4.2981
2021-04-26,Primal Plate,4.335,4.335
2021-04-27,Primal Plate,4.3431,4.3431
2021-04-28,Primal Plate,4.3663,4.3663
2021-04-29,Primal Plate,4.3799,4.3799
2021-04-30,Primal Plate,4.4436,4.4436
2021-05-03,Primal Plate,4.4703,4.4703
2021-05-04,Primal Plate,4.4928,4.4928
2021-05-05,Primal Plate,4.5393,4.5393
2021-05-06,Primal Plate,4.5742,4.5742
2021-05-07,Primal Plate,4.5865,4.5865
2021-05-10,Primal Plate,4.6273,4.6273
2021-05-11,Primal Plate,4.6529,4.6529
2021-05-12,Primal Plate,4.6491,4.6491
2021-05-13,Primal Plate,4.6952,4.6952
2021-05-14,Primal Plate,4.7283,4.7283
2021-05-17,Primal Plate,4.7261,4.7261
2021-05-18,Primal Plate,4.8974,4.8974
2021-05-19,Primal Plate,4.8592,4.8592
2021-05-20,Primal Plate,4.7984,4.7984
2021-05-21,Primal Plate,4.7977,4.7977
2021-05-24,Primal Plate,4.8879,4.8879
2021-05-25,Primal Plate,4.9454,4.9454
2021-05-26,Primal Plate,4.9633,4.9633
2021-05-27,Primal Plate,4.995,4.995
2021-05-28,Primal Plate,4.9827,4.9827
2021-06-01,Primal Plate,5.1249,5.1249
2021-06-02,Primal Plate,5.3012,5.3012
2021-06-03,Primal Plate,5.3548,5.3548
2021-06-04,Primal Plate,5.3019,5.3019
2021-06-07,Primal Plate,5.3383,5.3383
2021-06-08,Primal Plate,5.3901,5.3901
2021-06-09,Primal Plate,5.3639,5.3639
2021-06-10,Primal Plate,5.3206,5.3206
2021-06-11,Primal Plate,5.3612,5.3612
2021-06-14,Primal Plate,5.3524,5.3524
2021-06-15,Primal Plate,5.3683,5.3683
2021-06-16,Primal Plate,5.4214,5.4214
2021-06-17,Primal Plate,5.4441,5.4441
2021-06-18,Primal Plate,5.3974,5.3974
2021-06-21,Primal Plate,5.4256,5.4256
2021-06-22,Primal Plate,5.4157,5.4157
2021-06-23,Primal Plate,5.4031,5.4031
2021-06-24,Primal Plate,5.4518,5.4518
2021-06-25,Primal Plate,5.4584,5.4584
2021-06-28,Primal Plate,5.4357,5.4357
2021-06-29,Primal Plate,5.3246,5.3246
2021-06-30,Primal Plate,5.3114,5.3114
2021-07-01,Primal Plate,5.3187,5.3187
2021-07-02,Primal Plate,5.3773,5.3773
2021-07-06,Primal Plate,5.3665,5.3665
2021-07-07,Primal Plate,5.3713,5.3713
2021-07-08,Primal Plate,5.3235,5.3235
2021-07-09,Primal Plate,5.3266,5.3266
2021-07-12,Primal Plate,5.3932,5.3932
2021-07-13,Primal Plate,5.396,5.396
2021-07-14,Primal Plate,5.4066,5.4066
2021-07-15,Primal Plate,5.3449,5.3449
2021-07-16,Primal Plate,5.3281,5.3281
2021-07-19,Primal Plate,5.4494,5.4494
2021-07-20,Primal Plate,5.4099,5.4099
2021-07-21,Primal Plate,5.4068,5.4068
2021-07-22,Primal Plate,5.3411,5.3411
2021-07-23,Primal Plate,5.1963,5.1963
2021-07-26,Primal Plate,5.0409,5.0409
2021-07-27,Primal Plate,5.3056,5.3056
2021-07-28,Primal Plate,5.3855,5.3855
2021-07-29,Primal Plate,5.3731,5.3731
2021-07-30,Primal Plate,5.3912,5.3912
2021-08-02,Primal Plate,5.2704,5.2704
2021-08-03,Primal Plate,5.2457,5.2457
2021-08-04,Primal Plate,5.3431,5.3431
2021-08-05,Primal Plate,5.4203,5.4203
2021-08-06,Primal Plate,5.2796,5.2796
2021-08-09,Primal Plate,5.3777,5.3777
2021-08-10,Primal Plate,5.4873,5.4873
2021-08-11,Primal Plate,5.5221,5.5221
2021-08-12,Primal Plate,5.5226,5.5226
2021-08-13,Primal Plate,5.564,5.564
2021-08-16,Primal Plate,5.6884,5.6884
2021-08-17,Primal Plate,5.5698,5.5698
2021-08-18,Primal Plate,5.5916,5.5916
2021-08-19,Primal Plate,5.6734,5.6734
2021-08-20,Primal Plate,5.6379,5.6379
2021-08-23,Primal Plate,5.6196,5.6196
2021-08-24,Primal Plate,5.5821,5.5821
2021-08-25,Primal Plate,5.5325,5.5325
2021-08-26,Primal Plate,5.622,5.622
2021-08-27,Primal Plate,5.6308,5.6308
2021-08-30,Primal Plate,5.5321,5.5321
2021-08-31,Primal Plate,5.5636,5.5636
2021-09-01,Primal Plate,5.5219,5.5219
2021-09-02,Primal Plate,5.5349,5.5349
2021-09-03,Primal Plate,5.4141,5.4141
2021-09-07,Primal Plate,5.3235,5.3235
2021-09-08,Primal Plate,5.4496,5.4496
2021-09-09,Primal Plate,5.3744,5.3744
2021-09-10,Primal Plate,5.2829,5.2829
2021-09-13,Primal Plate,5.2796,5.2796
2021-09-14,Primal Plate,5.2102,5.2102
2021-09-15,Primal Plate,5.126,5.126
2021-09-16,Primal Plate,5.1511,5.1511
2021-09-17,Primal Plate,5.1877,5.1877
2021-09-20,Primal Plate,5.1403,5.1403
2021-09-21,Primal Plate,5.0627,5.0627
2021-09-22,Primal Plate,5.0462,5.0462
2021-09-23,Primal Plate,4.9897,4.9897
2021-09-24,Primal Plate,4.6405,4.6405
2021-09-27,Primal Plate,4.6202,4.6202
2021-09-28,Primal Plate,4.7141,4.7141
2021-09-29,Primal Plate,4.6961,4.6961
2021-09-30,Primal Plate,4.5259,4.5259
2021-10-01,Primal Plate,4.3755,4.3755
2021-10-04,Primal Plate,4.297,4.297
2021-10-05,Primal Plate,4.2754,4.2754
2021-10-06,Primal Plate,4.2942,4.2942
2021-10-07,Primal Plate,4.2798,4.2798
2021-10-08,Primal Plate,4.217,4.217
2021-10-11,Primal Plate,4.3235,4.3235
2021-10-12,Primal Plate,4.2263,4.2263
2021-10-13,Primal Plate,4.1147,4.1147
2021-10-14,Primal Plate,4.1059,4.1059
2021-10-15,Primal Plate,4.0896,4.0896
2021-10-18,Primal Plate,4.0775,4.0775
2021-10-19,Primal Plate,4.0814,4.0814
2021-10-20,Primal Plate,3.9723,3.9723
2021-10-21,Primal Plate,3.976,3.976
2021-10-22,Primal Plate,3.9749,3.9749
2021-10-25,Primal Plate,3.92,3.92
2021-10-26,Primal Plate,3.8865,3.8865
2021-10-27,Primal Plate,3.8788,3.8788
2021-10-28,Primal Plate,3.887,3.887
2021-10-29,Primal Plate,3.8596,3.8596
2021-11-01,Primal Plate,3.9152,3.9152
2021-11-02,Primal Plate,3.9386,3.9386
2021-11-03,Primal Plate,4.0062,4.0062
2021-11-04,Primal Plate,4.0131,4.0131
2021-11-05,Primal Plate,4.0413,4.0413
2021-11-08,Primal Plate,4.0126,4.0126
2021-11-09,Primal Plate,4.0177,4.0177
2021-11-10,Primal Plate,4.0841,4.0841
2021-11-11,Primal Plate,4.0905,4.0905
2021-11-12,Primal Plate,4.0969,4.0969
2021-11-15,Primal Plate,4.0735,4.0735
2021-11-16,Primal Plate,4.0636,4.0636
2021-11-17,Primal Plate,4.0951,4.0951
2021-11-18,Primal Plate,4.0697,4.0697
2021-11-19,Primal Plate,4.0724,4.0724
2021-11-22,Primal Plate,4.0759,4.0759
2021-11-23,Primal Plate,4.064,4.064
2021-11-24,Primal Plate,4.0852,4.0852
2021-11-26,Primal Plate,4.0578,4.0578
2021-11-29,Primal Plate,4.0536,4.0536
2021-11-30,Primal Plate,3.9646,3.9646
2021-12-01,Primal Plate,3.9932,3.9932
2021-12-02,Primal Plate,4.0362,4.0362
2021-12-03,Primal Plate,4.0876,4.0876
2021-12-06,Primal Plate,4.1035,4.1035
2021-12-07,Primal Plate,4.0592,4.0592
2021-12-08,Primal Plate,4.0614,4.0614
2021-12-09,Primal Plate,4.1043,4.1043
2021-12-10,Primal Plate,4.1046,4.1046
2021-12-13,Primal Plate,3.9677,3.9677
2021-12-14,Primal Plate,3.9981,3.9981
2021-12-15,Primal Plate,4.0461,4.0461
2021-12-16,Primal Plate,4.045,4.045
2021-12-17,Primal Plate,4.0706,4.0706
2021-12-20,Primal Plate,4.0433,4.0433
2021-12-21,Primal Plate,3.9225,3.9225
2021-12-22,Primal Plate,3.9595,3.9595
2021-12-23,Primal Plate,3.9278,3.9278
2021-12-27,Primal Plate,3.9207,3.9207
2021-12-28,Primal Plate,4.0411,4.0411
2021-12-29,Primal Plate,4.0453,4.0453
2021-12-30,Primal Plate,4.014,4.014
2022-01-03,Primal Plate,4.0477,4.0477
2022-01-04,Primal Plate,4.0642,4.0642
2022-01-05,Primal Plate,4.1052,4.1052
2022-01-06,Primal Plate,4.1775,4.1775
2022-01-07,Primal Plate,4.2044,4.2044
2022-01-10,Primal Plate,4.1769,4.1769
2022-01-11,Primal Plate,4.1513,4.1513
2022-01-12,Primal Plate,4.3019,4.3019
2022-01-13,Primal Plate,4.3312,4.3312
2022-01-14,Primal Plate,4.363,4.363
2022-01-17,Primal Plate,4.3764,4.3764
2022-01-18,Primal Plate,4.372,4.372
2022-01-19,Primal Plate,4.4317,4.4317
2022-01-20,Primal Plate,4.4183,4.4183
2022-01-21,Primal Plate,4.4185,4.4185
2022-01-24,Primal Plate,4.3982,4.3982
2022-01-25,Primal Plate,4.3153,4.3153
2022-01-26,Primal Plate,4.2995,4.2995
2022-01-27,Primal Plate,4.2313,4.2313
2022-01-28,Primal Plate,4.2338,4.2338
2022-01-31,Primal Plate,4.301,4.301
2022-02-01,Primal Plate,4.2999,4.2999
2022-02-02,Primal Plate,4.3244,4.3244
2022-02-03,Primal Plate,4.3171,4.3171
2022-02-04,Primal Plate,4.3222,4.3222
2022-02-07,Primal Plate,4.3043,4.3043
2022-02-08,Primal Plate,4.288,4.288
2022-02-09,Primal Plate,4.2948,4.2948
2022-02-10,Primal Plate,4.2701,4.2701
2022-02-11,Primal Plate,4.2626,4.2626
2022-02-14,Primal Plate,4.2152,4.2152
2022-02-15,Primal Plate,4.1736,4.1736
2022-02-16,Primal Plate,4.1789,4.1789
2022-02-17,Primal Plate,4.1244,4.1244
2022-02-18,Primal Plate,3.999,3.999
2022-02-21,Primal Plate,3.9877,3.9877
2022-02-22,Primal Plate,3.9756,3.9756
2022-02-23,Primal Plate,3.9414,3.9414
2022-02-24,Primal Plate,4.0003,4.0003
2022-02-25,Primal Plate,3.9961,3.9961
2022-02-28,Primal Plate,3.9447,3.9447
2022-03-01,Primal Plate,3.9661,3.9661
2022-03-02,Primal Plate,4.0188,4.0188
2022-03-03,Primal Plate,3.9284,3.9284
2022-03-04,Primal Plate,3.8925,3.8925
2022-03-07,Primal Plate,4.0111,4.0111
2022-03-08,Primal Plate,4.0021,4.0021
2022-03-09,Primal Plate,3.9822,3.9822
2022-03-10,Primal Plate,3.9981,3.9981
2022-03-11,Primal Plate,4.0274,4.0274
2022-03-14,Primal Plate,4.0179,4.0179
2022-03-15,Primal Plate,4.088,4.088
2022-03-16,Primal Plate,4.1149,4.1149
2022-03-17,Primal Plate,4.1096,4.1096
2022-03-18,Primal Plate,4.1215,4.1215
2022-03-21,Primal Plate,4.1972,4.1972
2022-03-22,Primal Plate,4.2792,4.2792
2022-03-23,Primal Plate,4.3045,4.3045
2022-03-24,Primal Plate,4.299,4.299
2022-03-25,Primal Plate,4.2644,4.2644
2022-03-28,Primal Plate,4.2503,4.2503
2022-03-29,Primal Plate,4.2807,4.2807
2022-03-30,Primal Plate,4.374,4.374
2022-03-31,Primal Plate,4.488,4.488
2022-04-01,Primal Plate,4.5656,4.5656
2022-04-04,Primal Plate,4.5404,4.5404
2022-04-05,Primal Plate,4.5265,4.5265
2022-04-06,Primal Plate,4.5378,4.5378
2022-04-07,Primal Plate,4.6099,4.6099
2022-04-08,Primal Plate,4.5223,4.5223
2022-04-11,Primal Plate,4.499,4.499
2022-04-12,Primal Plate,4.5525,4.5525
2022-04-13,Primal Plate,4.5307,4.5307
2022-04-14,Primal Plate,4.5501,4.5501
2022-04-15,Primal Plate,4.5085,4.5085
2022-04-18,Primal Plate,4.534,4.534
2022-04-19,Primal Plate,4.5188,4.5188
2022-04-20,Primal Plate,4.5442,4.5442
2022-04-21,Primal Plate,4.5142,4.5142
2022-04-22,Primal Plate,4.5323,4.5323
2022-04-25,Primal Plate,4.6152,4.6152
2022-04-26,Primal Plate,4.6026,4.6026
2022-04-27,Primal Plate,4.4461,4.4461
2022-04-28,Primal Plate,4.4066,4.4066
2022-04-29,Primal Plate,4.4011,4.4011
2022-05-02,Primal Plate,4.3409,4.3409
2022-05-03,Primal Plate,4.3308,4.3308
2022-05-04,Primal Plate,4.3766,4.3766
2022-05-05,Primal Plate,4.2216,4.2216
2022-05-06,Primal Plate,4.2726,4.2726
2022-05-09,Primal Plate,4.2829,4.2829
2022-05-10,Primal Plate,4.2955,4.2955
2022-05-11,Primal Plate,4.3863,4.3863
2022-05-12,Primal Plate,4.3916,4.3916
2022-05-13,Primal Plate,4.4403,4.4403
2022-05-16,Primal Plate,4.4099,4.4099
2022-05-17,Primal Plate,4.3559,4.3559
2022-05-18,Primal Plate,4.2717,4.2717
2022-05-19,Primal Plate,4.2809,4.2809
2022-05-20,Primal Plate,4.2807,4.2807
2022-05-23,Primal Plate,4.4137,4.4137
2022-05-24,Primal Plate,4.4379,4.4379
2022-05-25,Primal Plate,4.3204,4.3204
2022-05-26,Primal Plate,4.292,4.292
2022-05-27,Primal Plate,4.4663,4.4663
2022-05-31,Primal Plate,4.4029,4.4029
2022-06-01,Primal Plate,4.3638,4.3638
2022-06-02,Primal Plate,4.258,4.258
2022-06-03,Primal Plate,4.269,4.269
2022-06-06,Primal Plate,4.4174,4.4174
2022-06-07,Primal Plate,4.3916,4.3916
2022-06-08,Primal Plate,4.4075,4.4075
2022-06-09,Primal Plate,4.4527,4.4527
2022-06-10,Primal Plate,4.5177,4.5177
2022-06-13,Primal Plate,4.34,4.34
2022-06-14,Primal Plate,4.3945,4.3945
2022-06-15,Primal Plate,4.4783,4.4783
2022-06-16,Primal Plate,4.3347,4.3347
2022-06-17,Primal Plate,4.2834,4.2834
2022-06-20,Primal Plate,4.3402,4.3402
2022-06-21,Primal Plate,4.445,4.445
2022-06-22,Primal Plate,4.3614,4.3614
2022-06-23,Primal Plate,4.2712,4.2712
2022-06-24,Primal Plate,4.2809,4.2809
2022-06-27,Primal Plate,4.3424,4.3424
2022-06-28,Primal Plate,4.3698,4.3698
2022-06-29,Primal Plate,4.2518,4.2518
2022-06-30,Primal Plate,4.191,4.191
2022-07-01,Primal Plate,4.3367,4.3367
2022-07-05,Primal Plate,4.2948,4.2948
2022-07-06,Primal Plate,4.3045,4.3045
2022-07-07,Primal Plate,4.2457,4.2457
2022-07-08,Primal Plate,4.1676,4.1676
2022-07-11,Primal Plate,4.1573,4.1573
2022-07-12,Primal Plate,4.0362,4.0362
2022-07-13,Primal Plate,4.1017,4.1017
2022-07-14,Primal Plate,4.1253,4.1253
2022-07-15,Primal Plate,4.0883,4.0883
2022-07-18,Primal Plate,4.1908,4.1908
2022-07-19,Primal Plate,4.2349,4.2349
2022-07-20,Primal Plate,4.159,4.159
2022-07-21,Primal Plate,4.1174,4.1174
2022-07-22,Primal Plate,4.234,4.234
2022-07-25,Primal Plate,4.1564,4.1564
2022-07-26,Primal Plate,4.0929,4.0929
2022-07-27,Primal Plate,4.1055,4.1055
2022-07-28,Primal Plate,4.1242,4.1242
2022-07-29,Primal Plate,4.0655,4.0655
2022-08-01,Primal Plate,4.066,4.066
2022-08-02,Primal Plate,3.9454,3.9454
2022-08-03,Primal Plate,3.8901,3.8901
2022-08-04,Primal Plate,3.9434,3.9434
2022-08-05,Primal Plate,3.9465,3.9465
2022-08-08,Primal Plate,4.0082,4.0082
2022-08-09,Primal Plate,3.7805,3.7805
2022-08-10,Primal Plate,3.7289,3.7289
2022-08-11,Primal Plate,3.7759,3.7759
2022-08-12,Primal Plate,3.9004,3.9004
2022-08-15,Primal Plate,3.8733,3.8733
2022-08-16,Primal Plate,3.8259,3.8259
2022-08-17,Primal Plate,3.8581,3.8581
2022-08-18,Primal Plate,3.8477,3.8477
2022-08-19,Primal Plate,3.8255,3.8255
2022-08-22,Primal Plate,3.8343,3.8343
2022-08-23,Primal Plate,3.896,3.896
2022-08-24,Primal Plate,3.9782,3.9782
2022-08-25,Primal Plate,3.8444,3.8444
2022-08-26,Primal Plate,3.8378,3.8378
2022-08-29,Primal Plate,3.9361,3.9361
2022-08-30,Primal Plate,3.9496,3.9496
2022-08-31,Primal Plate,3.9529,3.9529
2022-09-01,Primal Plate,3.9511,3.9511
2022-09-02,Primal Plate,4.04,4.04
2022-09-06,Primal Plate,4.036,4.036
2022-09-07,Primal Plate,3.9714,3.9714
2022-09-08,Primal Plate,3.8166,3.8166
2022-09-09,Primal Plate,3.795,3.795
2022-09-12,Primal Plate,3.9156,3.9156
2022-09-13,Primal Plate,3.8804,3.8804
2022-09-14,Primal Plate,3.7653,3.7653
2022-09-15,Primal Plate,3.7483,3.7483
2022-09-16,Primal Plate,3.7719,3.7719
2022-09-19,Primal Plate,3.7882,3.7882
2022-09-20,Primal Plate,3.8219,3.8219
2022-09-21,Primal Plate,3.7011,3.7011
2022-09-22,Primal Plate,3.618,3.618
2022-09-23,Primal Plate,3.59,3.59
2022-09-26,Primal Plate,3.6658,3.6658
2022-09-27,Primal Plate,3.7728,3.7728
2022-09-28,Primal Plate,3.6138,3.6138
2022-09-29,Primal Plate,3.4703,3.4703
2022-09-30,Primal Plate,3.4143,3.4143
2022-10-03,Primal Plate,3.4957,3.4957
2022-10-04,Primal Plate,3.4322,3.4322
2022-10-05,Primal Plate,3.4114,3.4114
2022-10-06,Primal Plate,3.4031,3.4031
2022-10-07,Primal Plate,3.4072,3.4072
2022-10-10,Primal Plate,3.3499,3.3499
2022-10-11,Primal Plate,3.2957,3.2957
2022-10-12,Primal Plate,3.2741,3.2741
